Player,Batting Form,Bowling Form,Fielding Form,Credits,Player Type,Team,Bowler Type
Rovman Powell,69.55030338618126,31.330495204541005,53.28342141319241,7.0,BAT,KKR,-
Rinku Singh,50.0,30.0,58.20610687022901,7.5,BAT,KKR,-
Venkatesh Iyer,40.36259541984733,30.0,37.595419847328245,8.0,BAT,KKR,-
Moeen Ali,31.96564885496183,87.48091603053436,37.595419847328245,7.0,ALL,KKR,SPIN
Quinton de Kock,85.32442748091604,30.0,68.05343511450383,8.0,WK,KKR,-
Andre Russell,44.58015267175573,30.0,58.20610687022901,8.5,ALL,KKR,PACE
Sunil Narine,77.42366412213741,76.96564885496183,37.595419847328245,9.0,ALL,KKR,SPIN
Manish Pandey,69.55030338618126,31.330495204541005,53.28342141319241,7.0,BAT,KKR,-
Ajinkya Rahane,82.21374045801527,30.0,58.20610687022901,7.5,BAT,KKR,-
Umran Malik,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,KKR,PACE
Digvesh Singh,16.393129770992367,86.7557251908397,58.20610687022901,5.0,BOWL,LSG,SPIN
Prince Yadav,16.393129770992367,67.80534351145037,37.595419847328245,5.5,BOWL,LSG,PACE
Shamar Joseph,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,LSG,PACE
Mayank Yadav,27.21374045801527,73.64991067078122,44.469709273997076,7.5,BOWL,LSG,PACE
Arshin Kulkarni,50.08396946564885,53.207379134860055,51.641221374045806,6.0,ALL,LSG,PACE
Akash Deep,27.21374045801527,73.64991067078122,44.469709273997076,7.0,BOWL,LSG,PACE
Akash Singh,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,LSG,-
Yuvraj Chaudhary,50.08396946564885,53.207379134860055,51.641221374045806,5.0,ALL,LSG,-
Ravi Bishnoi,16.393129770992367,77.82442748091604,37.595419847328245,8.0,BOWL,LSG,SPIN
Abdul Samad,73.33969465648855,30.0,58.20610687022901,6.5,BAT,LSG,-
Shahbaz Ahmed,46.98473282442748,35.11450381679389,37.595419847328245,7.0,ALL,LSG,SPIN
Rajvardhan Hangargekar,27.21374045801527,73.64991067078122,44.469709273997076,5.5,BOWL,LSG,PACE
Ayush Badoni,43.2824427480916,30.0,67.93893129770993,7.0,BAT,LSG,-
Aryan Juyal,73.73155216284987,30.249363867684476,58.842239185750635,5.5,WK,LSG,-
Mohsin Khan,27.21374045801527,73.64991067078122,44.469709273997076,7.0,BOWL,LSG,PACE
Matthew Breetzke,69.55030338618126,31.330495204541005,53.28342141319241,6.5,BAT,LSG,-
Manimaran Siddharth,16.393129770992367,78.37786259541986,58.20610687022901,6.0,BOWL,LSG,SPIN
Rishabh Pant,45.70610687022901,30.0,82.36641221374046,9.0,WK,LSG,-
Himmat Singh,69.55030338618126,31.330495204541005,53.28342141319241,5.5,BAT,LSG,-
Aiden Markram,51.04961832061068,30.0,37.595419847328245,8.0,ALL,LSG,SPIN
Avesh Khan,16.393129770992367,64.59923664122137,37.595419847328245,8.0,BOWL,LSG,PACE
Nicholas Pooran,97.97709923664122,30.0,72.13740458015268,8.5,WK,LSG,-
David Miller,67.88167938931298,30.0,67.93893129770993,8.0,BAT,LSG,-
Mitchell Marsh,93.37786259541986,30.0,37.595419847328245,8.0,BAT,LSG,-
Shardul Thakur,16.393129770992367,93.33969465648856,37.595419847328245,7.5,BOWL,LSG,-
Bevon Jacobs,69.55030338618126,31.330495204541005,53.28342141319241,6.0,BAT,MI,-
Naman Dhir,63.30152671755726,50.22900763358778,58.20610687022901,6.5,ALL,MI,SPIN
Robin Minz,32.5763358778626,30.0,37.595419847328245,5.5,WK,MI,-
Raj Angad Bawa,69.55030338618126,31.330495204541005,53.28342141319241,5.5,BAT,MI,-
Vignesh Puthur,27.21374045801527,73.64991067078122,44.469709273997076,5.0,BOWL,MI,SPIN
Satyanarayana Raju,33.22519083969466,61.85114503816794,58.20610687022901,5.5,ALL,MI,PACE
Ashwani Kumar,27.21374045801527,73.64991067078122,44.469709273997076,5.5,BOWL,MI,PACE
Tilak Varma,70.91603053435115,30.0,67.93893129770993,8.0,BAT,MI,-
KL Shrijith,73.73155216284987,30.249363867684476,58.842239185750635,6.0,WK,MI,-
Mujeeb ur Rahman,16.393129770992367,63.68320610687022,37.595419847328245,7.0,BOWL,MI,SPIN
Ryan Rickelton,73.73155216284987,30.249363867684476,58.842239185750635,7.5,WK,MI,-
Arjun Tendulkar,27.21374045801527,73.64991067078122,44.469709273997076,5.0,BOWL,MI,PACE
Will Jacks,56.87022900763358,74.61832061068702,58.20610687022901,7.5,ALL,MI,SPIN
Hardik Pandya,42.25190839694656,85.53435114503817,58.20610687022901,9.0,ALL,MI,PACE
Mitchell Santner,62.48091603053435,43.58778625954199,58.20610687022901,7.5,ALL,MI,SPIN
Reece Topley,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,MI,PACE
Corbin Bosch,50.08396946564885,53.207379134860055,51.641221374045806,6.0,ALL,MI,-
Jasprit Bumrah,27.21374045801527,73.64991067078122,44.469709273997076,9.0,BOWL,MI,PACE
Trent Boult,28.893129770992367,71.0114503816794,37.595419847328245,8.5,BOWL,MI,PACE
Suryakumar Yadav,76.45038167938932,30.0,37.595419847328245,9.0,BAT,MI,-
Deepak Chahar,70.13358778625954,78.66412213740459,37.595419847328245,8.0,BOWL,MI,PACE
Karn Sharma,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,MI,SPIN
Rohit Sharma,44.90458015267176,30.0,37.595419847328245,9.0,BAT,MI,-
Musheer Khan,50.08396946564885,53.207379134860055,51.641221374045806,6.0,ALL,PBKS,-
Harnoor Singh Pannu,69.55030338618126,31.330495204541005,53.28342141319241,5.0,BAT,PBKS,-
Pyla Avinash,69.55030338618126,31.330495204541005,53.28342141319241,5.5,BAT,PBKS,-
Suryansh Shedge,16.393129770992367,30.0,37.595419847328245,5.5,ALL,PBKS,-
Harpreet Brar,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,PBKS,SPIN
Priyansh Arya,82.86259541984732,30.0,58.20610687022901,6.5,BAT,PBKS,-
Kuldeep Sen,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,PBKS,PACE
Marco Jansen,16.393129770992367,65.34351145038167,37.595419847328245,8.0,ALL,PBKS,PACE
Nehal Wadhera,69.55030338618126,31.330495204541005,53.28342141319241,7.5,BAT,PBKS,-
Prabhsimran Singh,37.00381679389313,30.0,37.595419847328245,7.5,WK,PBKS,-
Aaron Hardie,50.08396946564885,53.207379134860055,51.641221374045806,7.0,ALL,PBKS,-
Arshdeep Singh,16.393129770992367,81.7557251908397,37.595419847328245,8.5,BOWL,PBKS,PACE
Azmatullah Omarzai,55.8206106870229,35.34351145038168,37.595419847328245,7.5,ALL,PBKS,PACE
Vishnu Vinod,73.73155216284987,30.249363867684476,58.842239185750635,6.5,WK,PBKS,-
Xavier Bartlett,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,PBKS,PACE
Shashank Singh,79.77099236641223,30.0,58.20610687022901,7.5,BAT,PBKS,-
Lockie Ferguson,27.21374045801527,73.64991067078122,44.469709273997076,7.5,BOWL,PBKS,PACE
Josh Inglis,73.73155216284987,30.249363867684476,58.842239185750635,7.5,WK,PBKS,-
Vyshak Vijaykumar,16.393129770992367,43.81679389312977,37.595419847328245,7.0,BOWL,PBKS,PACE
Pravin Dubey,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,PBKS,-
Yash Thakur,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,PBKS,PACE
Shreyas Iyer,88.68320610687023,30.0,37.595419847328245,8.5,BAT,PBKS,-
Marcus Stoinis,60.32442748091603,34.656488549618324,37.595419847328245,8.0,ALL,PBKS,PACE
Yuzvendra Chahal,16.393129770992367,38.09160305343512,37.595419847328245,8.5,BOWL,PBKS,SPIN
Glenn Maxwell,16.393129770992367,64.59923664122137,37.595419847328245,8.5,ALL,PBKS,SPIN
Abhinandan Singh,27.21374045801527,73.64991067078122,44.469709273997076,5.0,BOWL,RCB,PACE
Swastik Chikara,69.55030338618126,31.330495204541005,53.28342141319241,5.5,BAT,RCB,-
Mohit Rathee,50.08396946564885,53.207379134860055,51.641221374045806,6.0,ALL,RCB,SPIN
Suyash Sharma,16.393129770992367,65.51526717557252,37.595419847328245,6.0,BOWL,RCB,SPIN
Jacob Bethell,69.55030338618126,31.330495204541005,53.28342141319241,7.0,BAT,RCB,SPIN
Rasikh Salam,16.393129770992367,64.71374045801527,58.20610687022901,6.5,BOWL,RCB,PACE
Yash Dayal,16.393129770992367,91.33587786259542,37.595419847328245,7.0,BOWL,RCB,PACE
Manoj Bhandage,50.08396946564885,53.207379134860055,51.641221374045806,6.5,ALL,RCB,-
Nuwan Thushara,27.21374045801527,73.64991067078122,44.469709273997076,7.5,BOWL,RCB,PACE
Romario Shepherd,50.08396946564885,53.207379134860055,51.641221374045806,7.0,ALL,RCB,PACE
Tim David,73.66412213740458,30.0,37.595419847328245,7.5,BAT,RCB,-
Devdutt Padikkal,69.80916030534351,30.0,37.595419847328245,7.0,BAT,RCB,-
Krunal Pandya,16.393129770992367,86.52671755725191,58.20610687022901,7.5,ALL,RCB,SPIN
Rajat Patidar,85.66793893129771,30.0,37.595419847328245,8.0,BAT,RCB,-
Jitesh Sharma,67.51908396946564,30.0,85.0,7.5,WK,RCB,-
Lungi Ngidi,27.21374045801527,73.64991067078122,44.469709273997076,7.5,BOWL,RCB,PACE
Philip Salt,87.48091603053436,30.0,72.13740458015268,8.5,WK,RCB,-
Liam Livingstone,71.79389312977099,84.84732824427482,37.595419847328245,8.0,ALL,RCB,SPIN
Josh Hazlewood,16.393129770992367,96.98473282442748,37.595419847328245,8.5,BOWL,RCB,PACE
Bhuvneshwar Kumar,16.393129770992367,77.93893129770993,37.595419847328245,8.0,BOWL,RCB,PACE
Swapnil Singh,50.08396946564885,53.207379134860055,51.641221374045806,7.0,ALL,RCB,SPIN
Virat Kohli,77.84351145038168,30.0,37.595419847328245,9.0,BAT,RCB,-
Vaibhav Suryavanshi,69.55030338618126,31.330495204541005,53.28342141319241,5.0,BAT,RR,-
Ashok Sharma,27.21374045801527,73.64991067078122,44.469709273997076,5.0,BOWL,RR,-
Kwena Maphaka,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,RR,PACE
Kunal Singh Rathore,73.73155216284987,30.249363867684476,58.842239185750635,5.0,WK,RR,-
Akash Madhwal,27.21374045801527,73.64991067078122,44.469709273997076,7.0,BOWL,RR,PACE
Shubham Dubey,79.02671755725191,30.0,37.595419847328245,5.5,BAT,RR,-
Yudhvir Singh Charak,50.08396946564885,53.207379134860055,51.641221374045806,6.5,ALL,RR,-
Maheesh Theekshana,30.820610687022903,76.37404580152672,37.595419847328245,7.5,BOWL,RR,SPIN
Dhruv Jurel,84.23664122137406,30.0,68.05343511450383,7.5,WK,RR,-
Kumar Kartikeya,34.23664122137405,40.38167938931298,37.595419847328245,6.0,BOWL,RR,SPIN
Yashasvi Jaiswal,61.39312977099237,30.0,72.13740458015268,9.0,BAT,RR,-
FazalHaq Farooqi,16.393129770992367,34.42748091603053,37.595419847328245,7.0,BOWL,RR,PACE
Riyan Parag,74.92366412213741,49.31297709923665,72.13740458015268,8.0,ALL,RR,SPIN
Tushar Deshpande,35.22900763358779,80.17175572519085,58.20610687022901,7.5,BOWL,RR,PACE
Jofra Archer,63.81679389312977,61.27862595419848,58.20610687022901,8.0,BOWL,RR,PACE
Wanindu Hasaranga,39.00763358778626,87.70992366412214,37.595419847328245,8.5,ALL,RR,SPIN
Nitish Rana,90.38167938931298,44.61832061068702,37.595419847328245,7.5,ALL,RR,-
Shimron Hetmyer,75.1145038167939,30.0,72.13740458015268,7.5,BAT,RR,-
Sandeep Sharma,16.393129770992367,73.3969465648855,37.595419847328245,7.5,BOWL,RR,PACE
Sanju Samson,83.96946564885496,30.0,37.595419847328245,9.0,WK,RR,-
Aniket Verma,93.72137404580153,30.0,37.595419847328245,5.0,BAT,SRH,-
Eshan Malinga,27.21374045801527,73.64991067078122,44.469709273997076,6.0,BOWL,SRH,-
K Nitish Reddy,69.65648854961832,30.0,58.20610687022901,8.0,ALL,SRH,PACE
Abhinav Manohar,33.148854961832065,30.0,67.93893129770993,6.5,BAT,SRH,-
Atharva Taide,69.55030338618126,31.330495204541005,53.28342141319241,6.5,BAT,SRH,-
Simarjeet  Singh,32.156488549618324,69.61832061068702,37.595419847328245,6.0,BOWL,SRH,PACE
Rahul Chahar,27.21374045801527,73.64991067078122,44.469709273997076,6.5,BOWL,SRH,SPIN
Abhishek Sharma,67.09923664122137,44.27480916030535,37.595419847328245,8.5,ALL,SRH,SPIN
Kamindu Mendis,69.55030338618126,31.330495204541005,53.28342141319241,7.0,BAT,SRH,-
Wiaan Mulder,50.08396946564885,53.207379134860055,51.641221374045806,7.0,ALL,SRH,PACE
Zeeshan Ansari,27.21374045801527,73.64991067078122,44.469709273997076,5.5,BOWL,SRH,-
Ishan Kishan,94.02671755725191,33.74045801526718,58.20610687022901,8.0,WK,SRH,-
Heinrich Klaasen,86.39312977099236,30.0,68.05343511450383,9.0,WK,SRH,-
Sachin Baby,69.55030338618126,31.330495204541005,53.28342141319241,6.5,BAT,SRH,-
Travis Head,94.52290076335878,30.0,37.595419847328245,9.0,BAT,SRH,-
Adam Zampa,16.393129770992367,71.22137404580153,37.595419847328245,7.5,BOWL,SRH,SPIN
Harshal Patel,43.53053435114504,86.8702290076336,58.20610687022901,8.0,BOWL,SRH,PACE
Pat Cummins,64.86641221374046,69.67557251908397,72.13740458015268,8.5,BOWL,SRH,PACE
Mohammed Shami,30.34351145038168,72.36641221374046,58.20610687022901,8.5,BOWL,SRH,PACE
Jaydev Unadkat,27.21374045801527,73.64991067078122,44.469709273997076,7.0,BOWL,SRH,PACE
